CustomerID,Age,CreditScore,Tenure,Balance,NumOfProducts,EstimatedSalary,TotalAssets
USR-11440,21.0,754,2,5409.237463068639,2,30787.900512941946,4592.701367037373
USR-11441,45.0,687,8,46633.88730327646,1,136588.23527309447,47148.72718905586
USR-11442,22.0,394,8,73021.72204573489,3,59479.95572745189,77063.88765730095
USR-11443,21.0,451,3,,2,120475.83657474672,
USR-11444,47.0,633,9,53671.55260075787,4,77080.14699279884,56705.62255355744
USR-11445,40.0,419,7,38676.63398794927,1,95915.08787522315,40385.97493929756
USR-11446,39.0,810,5,24167.651098411032,1,116068.20921022161,26334.77366488176
USR-11447,,399,8,109473.79197853716,2,95438.29419321138,114644.62644760586
USR-11448,25.0,764,8,41211.43342911583,2,63951.903564421664,42892.76630519014
USR-11449,34.0,790,9,,1,77727.55008034359,
USR-11450,32.0,826,7,,1,34182.476617799504,
USR-11451,28.0,566,9,44343.16852023819,1,62446.69372245551,47091.75041512377
USR-11452,24.0,748,9,57602.51543196209,1,107822.18537762242,60505.49025475239
USR-11453,56.0,545,1,44856.938089494724,2,20208.117710249848,46231.15345314421
USR-11454,22.0,496,1,32385.38237100963,3,35755.68275306937,34961.78323294375
USR-11455,36.0,791,9,,1,,
USR-11456,33.0,318,6,10310.656111816163,2,139280.04042923602,10575.076580778023
USR-11457,41.0,703,6,60829.95115316667,4,62617.641197112214,63146.96804347299
USR-11458,80.0,783,2,71841.52756744818,3,36548.20882386276,76219.38959100119
USR-11459,53.0,386,5,57985.81326625758,1,94079.03966509472,61402.82250769415
USR-11460,44.0,600,7,,1,47364.823620900745,
USR-11461,64.0,431,2,70981.42620861375,1,81222.4762430522,73351.34267629987
USR-11462,29.0,574,4,52668.57183227103,4,110967.08797333004,55285.14597564945
USR-11463,33.0,769,8,57196.40037867166,1,111980.34060316351,58971.74937439037
USR-11464,34.0,549,2,48346.77481851159,1,,51561.88763289272
USR-11465,84.0,450,9,33778.24939010391,2,32485.474584562646,34930.15380041516
USR-11466,28.0,632,6,,1,88863.64264601136,
USR-11467,50.0,582,3,101662.98462187988,3,95340.77213715402,106059.5311736095
USR-11468,38.0,608,6,34733.68168326708,1,,36864.23961029282
USR-11469,32.0,352,8,56511.53802668813,4,,58828.148579986155
USR-11470,36.0,560,5,23791.14539052477,4,88822.36012508623,24626.232787847308
USR-11471,28.0,443,9,76461.54596136734,1,59667.338664284114,79644.13005551844
USR-11472,20.0,670,1,66344.31581751304,2,57713.66442688383,70887.95053134586
USR-11473,58.0,310,9,39726.20391304881,2,66427.46276047858,40926.818841680106
USR-11474,47.0,551,8,51396.591045371664,1,123693.96452740766,54140.24979870763
USR-11475,62.0,739,5,48904.91016009508,1,137363.8358238305,53092.47182612775
USR-11476,24.0,407,9,67606.7213505515,2,141614.03802617226,71071.67537023856
USR-11477,37.0,540,5,56228.77664298628,1,145135.5179846862,57745.56926961911
USR-11478,31.0,686,8,406094.3397669677,2,52077.8169021855,425460.19239260984
USR-11479,25.0,838,6,45690.26466697278,1,97036.08210706114,47550.41898022886
USR-11480,26.0,777,5,20137.94490737472,2,100992.92989290241,20966.03048485669
USR-11481,20.0,550,5,,1,83004.58042894804,
USR-11482,20.0,697,6,81481.9386271718,2,133023.1022133667,85602.3219103762
USR-11483,48.0,601,1,43159.92994895722,2,99847.44112129131,44651.88994171158
USR-11484,43.0,574,6,48356.78549458269,2,127475.35194606756,52368.009411763196
USR-11485,45.0,477,5,,2,143679.7974687257,
USR-11486,24.0,812,4,60943.40175788463,1,135915.57539457615,62199.20069956689
USR-11487,42.0,742,8,31544.195858702136,2,138204.49905682047,34152.23581759092
USR-11488,54.0,654,5,84459.19586550846,1,100045.3267257055,90092.8348597155
USR-11489,26.0,337,7,77444.96174968043,1,128051.479323847,82505.35944269897
USR-11490,74.0,577,7,66770.37738930236,1,54387.38518717739,70579.71451051468
USR-11491,26.0,429,5,75636.35585025755,2,39680.73087217189,79207.76496760437
USR-11492,50.0,795,2,21719.787462016437,1,,23266.331122087107
USR-11493,30.0,632,1,36050.922703153934,2,,37442.61359702063
USR-11494,26.0,816,7,57612.69616182771,2,31192.044451991656,61512.04160103996
USR-11495,34.0,620,8,40387.91248018296,2,104455.24588046448,40760.51540919339
USR-11496,46.0,702,3,41979.38752248177,2,63366.08168387154,43888.384996862915
USR-11497,83.0,499,8,71513.61956644538,1,131451.02522394707,76461.21165154822
USR-11498,38.0,557,6,39314.354960808785,2,47639.15341120238,42057.52459249142
USR-11499,29.0,652,0,59930.18205211972,2,130837.79322769528,62067.73051221252
USR-11500,48.0,801,2,77026.3182963354,2,73731.3603400999,79805.86644326773
USR-11501,29.0,337,0,53682.0017256067,3,100516.09588735827,55496.99615669676
USR-11502,40.0,781,8,39283.95611694013,1,125488.46208224291,40612.494884733795
USR-11503,54.0,578,6,79652.89150221538,2,52591.494138051625,83311.25079759124
USR-11504,46.0,584,9,,1,30692.838554273763,
USR-11505,38.0,359,4,54603.86576493359,1,25590.96714808661,56340.162421292494
USR-11506,29.0,647,4,63492.15815745722,2,49724.435911230015,66052.2521827987
USR-11507,28.0,340,8,31217.992144523785,2,140196.04438982025,32821.77981764552
USR-11508,49.0,800,1,,2,54123.820084153725,
USR-11509,30.0,740,7,67933.2060023444,2,124961.23666633027,72440.97726037036
USR-11510,51.0,718,3,66462.51666851036,1,104596.74427563664,68877.79774889411
USR-11511,40.0,609,6,61700.30256929828,3,,65414.97273701808
USR-11512,39.0,531,0,,2,35310.88855754862,
USR-11513,64.0,421,0,47326.00270026078,3,,47874.96087288535
USR-11514,70.0,625,3,,4,37011.389421130225,
USR-11515,62.0,423,1,11842.705591046906,1,37986.28624440766,11751.671140681068
USR-11516,42.0,678,2,102432.79953639039,2,111145.28985943334,107425.90999168325
USR-11517,66.0,694,4,48195.47141232683,1,29520.76663995904,50006.05171366361
USR-11518,31.0,646,1,22335.967261331847,2,141733.69237380975,26814.8934560306
USR-11519,,787,7,,1,96210.91293686471,
USR-11520,60.0,655,2,38946.11007945833,2,95510.32158778707,41881.25129652542
USR-11521,20.0,796,0,,2,,
USR-11522,38.0,418,6,5382.945174349254,1,42024.05328199646,4572.608289208441
USR-11523,21.0,701,5,,1,117063.69075446186,
USR-11524,30.0,309,6,65856.75552674847,1,136994.93504707914,69540.12746543522
USR-11525,36.0,545,4,5786.82746542371,4,132259.8153583125,8011.507338387045
USR-11526,30.0,555,8,40322.1542962072,2,42280.26997054304,42176.02800985475
USR-11527,36.0,677,4,13436.6747765404,2,44252.509445063384,14240.745015027198
USR-11528,28.0,450,6,,2,107538.53295973479,
USR-11529,22.0,595,7,62487.95352674721,1,76347.23445617018,65702.6370248466
USR-11530,38.0,309,5,,1,96747.76984006734,
USR-11531,27.0,715,0,60720.21301800864,1,149488.11207482655,64384.24675797988
USR-11532,26.0,370,1,48479.451119792204,1,,50699.178568907075
USR-11533,64.0,680,7,62836.961803435435,2,75304.41001346667,66313.5908378933
USR-11534,33.0,638,0,35204.991088972696,1,67996.8083957399,36686.655782672766
USR-11535,31.0,769,6,37658.84586587244,1,98366.64514284558,39058.37491390328
USR-11536,25.0,424,1,68955.00679072234,1,84433.52562132567,72404.97316591165
USR-11537,50.0,562,6,,1,93410.02977507563,
USR-11538,29.0,600,0,42573.68137921797,2,131631.6229361272,45989.453368857015
USR-11539,77.0,809,0,,1,106991.16583564958,
USR-11540,43.0,647,8,40823.01012264396,1,97856.916502911,41941.34255674091
USR-11541,34.0,676,2,46827.40080823805,1,47709.60597747383,48261.17185571907
USR-11542,40.0,683,7,48241.84608655058,2,110070.2933383295,51150.7742707422
USR-11543,32.0,715,3,37421.51156253925,1,68379.55755063792,37374.67799764907
USR-11544,47.0,670,6,90140.29555230746,1,83000.08131238254,94418.81504231838
USR-11545,85.0,339,3,,2,110003.82860375525,
USR-11546,29.0,554,1,61215.521338517545,3,26886.383355202997,64577.23549510574
USR-11547,23.0,638,8,75369.39710209638,2,83398.56961083386,78386.10939365524
USR-11548,27.0,625,8,58913.796980190506,1,,63147.07230400578
USR-11549,39.0,650,5,53037.54254948157,2,64550.04684537062,54424.728576006746
USR-11550,62.0,714,2,57405.50982714427,1,135340.45935988775,60474.35887432555
USR-11551,34.0,791,4,74344.40459058332,1,120156.25818879325,78914.26043850213
USR-11552,33.0,342,9,16199.385647454917,1,96190.32074464872,19019.094219400624
USR-11553,54.0,779,6,32260.236139660756,1,47011.46173801779,34943.816897990175
USR-11554,25.0,382,8,53631.55061293501,2,53451.7878678508,55511.706723491516
USR-11555,84.0,724,3,45678.9014898665,1,96660.03018623574,48104.73354284669
USR-11556,42.0,829,3,83492.04766904032,2,92656.69506938574,86317.77037967704
USR-11557,61.0,485,1,66156.73541840416,1,52613.842724610106,69359.70093342713
USR-11558,47.0,310,3,24575.27137535183,2,140996.97815096684,25010.342612681612
USR-11559,53.0,845,5,26766.655395941274,1,,27557.323955315624
USR-11560,42.0,775,2,70211.42087860299,1,117991.09228191033,74876.68905463238
USR-11561,31.0,699,5,30818.595962243537,1,126717.52348201528,30645.190009559916
USR-11562,44.0,357,6,43591.49129560284,2,39636.21647347664,46008.86656187046
USR-11563,61.0,637,6,26911.497981106346,2,85002.26779621717,27480.534532840287
USR-11564,51.0,576,0,48209.086853412184,2,142773.29522045038,50654.99061822068
USR-11565,40.0,735,3,36476.01936043352,1,120792.52740450566,39095.68128400091
USR-11566,66.0,708,8,19656.368151116356,4,99279.76556063883,21064.855561273165
USR-11567,44.0,600,8,,1,26256.733414357757,
USR-11568,29.0,767,4,41073.119264382825,2,,44099.84194832872
USR-11569,20.0,381,7,34760.59232285904,1,53764.356095701914,37522.30923254631
USR-11570,22.0,555,4,61167.94516866715,2,48966.4075546503,62942.86492441424
USR-11571,36.0,835,1,63142.37720151697,2,91672.28480316415,65351.489834269545
USR-11572,46.0,524,5,73623.70447741466,3,,77239.34920994275
USR-11573,47.0,642,1,35957.12801925287,1,78312.06246636633,37373.73847929222
USR-11574,26.0,461,2,61429.02145908936,3,43934.38840235321,65308.01516167881
USR-11575,35.0,517,5,39209.25594677372,1,121404.22480556175,42140.945797293025
USR-11576,61.0,669,3,15346.652817466493,1,101924.98450054422,16799.033950863657
USR-11577,76.0,702,2,42110.88751880528,1,140022.38801656256,44549.08624590802
USR-11578,36.0,705,1,25125.836660753317,2,134456.66732839536,25741.96863474561
USR-11579,66.0,782,9,82344.6759302429,1,47155.566234355705,85930.85351561374
USR-11580,33.0,557,4,71379.01849791624,1,91504.84682638869,74808.3063657265
USR-11581,45.0,756,1,,2,46959.08182362233,
USR-11582,31.0,812,3,52887.078535414825,2,126889.3633776072,57260.457408156246
USR-11583,37.0,301,2,64487.300521420766,1,45852.43708538493,66624.07411837505
USR-11584,58.0,708,3,73260.13745639149,1,32422.06419973296,73545.69719894665
USR-11585,68.0,828,0,59641.111984408286,2,94634.19515270815,62770.751120873116
USR-11586,37.0,762,3,66313.9272908051,4,111291.5152909315,67659.81933783209
USR-11587,27.0,435,8,80471.11075824287,1,57263.7767383707,84680.44099684822
USR-11588,45.0,558,8,62798.19035612655,1,26387.92818359906,63977.44001566702
USR-11589,33.0,344,1,51514.43848177395,2,88691.86877124086,52567.31072460872
USR-11590,63.0,347,0,71081.50200486071,2,129589.34850609307,76357.45235284402
USR-11591,85.0,678,5,59704.06936720635,2,,62341.157828882584
USR-11592,25.0,487,2,,1,25095.183631533026,
USR-11593,60.0,358,6,59131.11793810729,1,56661.170914694514,62419.051825353476
USR-11594,21.0,616,1,79991.80384064649,2,134162.99162948664,85496.67685708735
USR-11595,26.0,409,9,19262.604474283205,3,,20080.834160776445
USR-11596,20.0,323,5,71120.35756085417,1,,74419.77835213878
USR-11597,21.0,473,8,45610.66825436249,1,143505.04215982085,47791.28691962928
USR-11598,52.0,415,7,37485.14559425204,2,106202.03588580352,38878.36134855048
USR-11599,47.0,450,7,59489.58605299955,2,31101.875370748006,61217.17992376702
USR-11600,26.0,797,6,987.0014266853759,2,63770.65474936484,857.7388067035099
USR-11601,42.0,719,5,,1,49675.94744810213,
USR-11602,28.0,696,6,30987.84534011326,2,100543.0262283412,32995.708813636054
USR-11603,35.0,667,6,29105.2103950608,2,128455.3661076453,31107.52996734301
USR-11604,78.0,417,3,,2,87057.5875820721,
USR-11605,28.0,433,2,47847.457635201186,3,82937.15080087415,48179.82818814538
USR-11606,36.0,322,9,366220.7179296278,1,85865.23546975566,384979.96499052405
USR-11607,62.0,436,4,44823.01765444142,1,37134.101468473564,48339.923387597824
USR-11608,32.0,556,0,66582.5050497824,1,136678.6881655592,70091.57397940544
USR-11609,22.0,552,6,55756.94091506885,1,57874.10127641346,58042.02416020624
USR-11610,21.0,628,5,,1,98943.61648541679,
USR-11611,62.0,820,5,,1,91341.63327470461,
USR-11612,47.0,792,3,75296.06713650154,1,145113.94886769864,78697.9268085397
USR-11613,22.0,667,3,,1,32904.90383894913,
USR-11614,26.0,760,6,16984.69850188595,1,66907.91926471566,16638.513069372282
USR-11615,48.0,377,0,54382.76810269876,2,148312.57467896823,58262.41108907648
USR-11616,35.0,573,2,42164.684772399545,2,85356.08286584518,44269.54873839662
USR-11617,28.0,431,6,72912.76843307255,2,36517.09053890098,76082.78897826209
USR-11618,29.0,545,6,46364.15964824649,2,147682.89569999662,48823.28459959289
USR-11619,85.0,444,1,50372.6512113355,2,43973.42938988864,53415.7398433384
USR-11620,49.0,636,4,87211.81642067649,2,85239.16365546403,89241.45747885472
USR-11621,43.0,808,8,82063.88850546913,1,79145.30198985076,86627.09085963793
USR-11622,39.0,819,4,,2,127758.49868473869,
USR-11623,29.0,843,2,33449.803338675585,1,82459.01832151506,34377.41426709886
USR-11624,22.0,672,4,31733.801045984306,1,113807.69921612837,34180.73996054644
USR-11625,26.0,636,3,17638.194287138205,2,100493.61482180699,20340.237718745306
USR-11626,54.0,531,6,51377.45591362504,1,148617.60814838368,53457.13976730444
USR-11627,47.0,805,3,23481.993684753783,1,106060.36266699212,24529.90425350204
USR-11628,,746,8,40210.625676672,1,47100.424103194986,41502.86595629284
USR-11629,85.0,546,9,39769.08660758713,1,78461.36467640859,41297.96078541409
USR-11630,40.0,346,5,36255.70540267895,1,50681.20091081913,36535.68763775386
USR-11631,70.0,351,5,22616.054965857198,2,35033.38378911949,23859.826192945366
USR-11632,37.0,808,6,,1,118947.23704483459,
USR-11633,18.0,697,8,28514.828777968964,3,91662.19903588986,29613.25837355983
USR-11634,45.0,364,2,,2,87080.48441833312,
USR-11635,,579,5,75646.85003730087,1,52548.91206969491,80743.5962059217
USR-11636,22.0,451,3,50967.205659667765,2,77772.47130344418,51668.18966358984
USR-11637,31.0,516,3,59877.30503868197,3,117313.42685951621,65232.54573352028
USR-11638,34.0,551,5,,2,79097.53761472751,
USR-11639,27.0,465,3,9911.203325811548,1,45950.756100153936,8497.7710146379
USR-11640,40.0,674,6,19709.967423741895,2,127917.08660323509,20050.579710240112
USR-11641,27.0,790,8,55165.31263992895,3,101416.41881493693,57728.94538752076
USR-11642,54.0,378,1,,2,116130.02440182981,
USR-11643,29.0,848,8,54003.4624110756,1,20025.847636939292,58308.003265373416
USR-11644,65.0,678,0,67383.77360849563,1,55942.99795378198,69447.21563501765
USR-11645,34.0,628,3,54181.99458362002,1,84687.2789082528,55523.9636636868
USR-11646,27.0,499,4,34929.00317107846,2,,36949.597204117104
USR-11647,41.0,523,8,,3,32165.736711830898,
USR-11648,37.0,412,9,37887.004962953295,2,36738.00757501183,39389.851948070296
USR-11649,29.0,376,2,80353.54438586273,1,,82662.52149372829
USR-11650,38.0,714,7,51891.1705047303,1,47104.25289962171,52442.489752264075
USR-11651,79.0,845,0,,1,65953.72797976952,
USR-11652,27.0,520,5,29686.831519879554,2,,30747.274380374147
USR-11653,24.0,525,0,26326.61486632265,1,73037.71781236018,27407.763708212045
USR-11654,25.0,312,5,53938.43566546671,2,69506.20418130537,59367.57570633271
USR-11655,53.0,596,3,30396.289587620966,2,70637.78701351512,32318.286154757323
USR-11656,40.0,380,1,52826.93246887671,1,22045.778238421764,55383.71539614829
USR-11657,25.0,808,1,56726.584716981844,4,110878.80476297918,59371.79526358802
USR-11658,47.0,429,6,38942.024733148086,1,23458.000702462006,41662.46996940736
USR-11659,33.0,667,0,14104.823449756623,2,57748.96476277326,12839.919288798557
USR-11660,53.0,345,9,22909.030493719827,1,127577.98539494467,24173.46718542728
USR-11661,29.0,741,3,39393.42930548759,1,,40928.849987631525
USR-11662,34.0,359,9,28479.33138270469,1,,30849.101245576963
USR-11663,68.0,451,0,51737.49637212901,2,44634.39927380062,54658.300833595255
USR-11664,19.0,685,8,27937.584161527524,1,64042.87627295158,29573.69885152442
USR-11665,21.0,809,8,50631.25719583603,4,131747.78305167286,52140.35985835329
USR-11666,38.0,667,3,24076.187404678847,1,50611.70991181111,26102.058657904614
USR-11667,56.0,561,8,57037.747135261336,1,131111.7442751706,60055.03612857836
USR-11668,31.0,399,2,42449.12074795645,2,134018.57833309146,43710.24087805226
USR-11669,68.0,822,5,28238.18761122248,2,47709.16433393497,29216.79220903935
USR-11670,35.0,778,7,56205.35699476337,1,82843.55154051879,59239.312578181816
USR-11671,33.0,570,7,71764.89621268857,1,57846.501349079634,74980.95348997004
USR-11672,29.0,548,1,35365.21807126388,2,43887.70178597796,38231.647633517234
USR-11673,28.0,763,5,58450.72299669509,1,144950.36272654287,62910.96996645755
USR-11674,55.0,833,6,104133.98083456946,1,70459.5806538114,109393.17659062253
USR-11675,24.0,705,6,49635.73573541494,2,54348.44574216794,51970.8834207158
USR-11676,54.0,342,8,32329.54286441265,2,,33318.367437547146
USR-11677,61.0,368,1,77931.04592565451,1,,82270.72634481151
USR-11678,62.0,809,8,24832.287489502418,1,76315.61627592138,27041.07260015393
USR-11679,51.0,748,1,15568.741838908529,1,45520.64318104912,17809.20661924345
USR-11680,41.0,710,0,,2,24468.980557193558,
USR-11681,56.0,442,3,20069.114050552143,2,138156.485459806,22472.067413414654
USR-11682,47.0,621,3,22764.87741743267,1,95986.4568997642,24998.716420932826
USR-11683,59.0,580,7,45088.74681370838,2,,46770.76103070158
USR-11684,31.0,563,6,55893.33936586909,1,21113.25092070513,59712.40793684834
USR-11685,48.0,572,6,50124.08747333699,1,124210.80264889049,52371.212836862585
USR-11686,30.0,834,1,,1,122651.20237111562,
USR-11687,33.0,634,1,36124.63986964904,2,58061.054166345755,38239.1525447175
USR-11688,46.0,604,0,71216.9407281086,4,48454.947522795585,74611.25770437618
USR-11689,54.0,844,4,30132.770670884896,2,113662.75558972279,30392.852174314194
USR-11690,28.0,370,6,20211.77730971123,1,45137.55108571352,19815.867808073403
USR-11691,48.0,597,3,17846.62880396682,1,,18932.78427497301
USR-11692,33.0,776,6,37997.18426344662,3,33036.283595605666,40044.02566636959
USR-11693,61.0,776,2,68042.88674043935,2,126520.22034044817,71647.48411862209
USR-11694,32.0,788,0,56360.08269882314,2,126016.34797932736,58007.1394376262
USR-11695,34.0,559,6,650763.2675234955,1,127299.562350301,684852.5727360644
USR-11696,63.0,732,1,66720.67764678011,2,138698.49237305028,69622.86637465298
USR-11697,22.0,743,8,66112.80948437809,1,119808.25521920183,69088.071350345
USR-11698,35.0,487,1,17514.9366000078,1,26810.612638447838,18614.652227974137
USR-11699,43.0,645,1,36124.3290143105,2,27659.166917272785,38957.66333798359
USR-11700,23.0,583,4,27829.412621943182,2,24142.33613408408,28151.755371056526
USR-11701,38.0,570,6,40625.53570512347,1,135972.04558483843,42677.37948098241
USR-11702,39.0,542,0,44749.33481696558,1,149779.0928181398,46132.04227833963
USR-11703,56.0,567,9,,1,65163.067341208036,
USR-11704,41.0,723,0,,1,28073.936499430856,
USR-11705,27.0,325,6,51792.36363840731,3,71816.48667215712,53334.609066060366
USR-11706,32.0,410,5,59580.7499493377,1,148406.16413423544,61815.595180768934
USR-11707,51.0,808,4,36807.64546287371,1,69651.40666506893,38988.5560906073
USR-11708,27.0,390,6,26207.203086901147,3,139153.59345484572,28570.511285619883
USR-11709,23.0,574,5,67440.04035216996,3,83594.06241556945,71038.76080909387
USR-11710,29.0,780,9,45320.95710265453,1,48921.86973148055,46478.073287914965
USR-11711,41.0,450,2,69221.33773035237,2,37576.59180939988,71877.8237711807
USR-11712,35.0,591,9,37150.100243206805,2,44112.151713558895,38695.01971443039
USR-11713,56.0,471,4,71910.42604140479,2,148947.81309305457,75323.63877060016
USR-11714,40.0,817,9,64426.12119326598,2,126755.12911800279,68751.66777193191
USR-11715,24.0,726,6,64274.260554098226,2,86520.47690635029,68250.01515697442
USR-11716,20.0,412,9,55886.45887246138,4,145437.20060756782,59565.09081402041
USR-11717,65.0,683,8,41544.349664525624,1,69291.95447360945,43613.921476531796
USR-11718,32.0,648,3,48267.495471895214,1,,51489.61419824924
USR-11719,72.0,345,1,33674.80424216468,1,111985.30684895975,36947.486901370845
USR-11720,39.0,797,8,55941.99083747126,1,51487.3718994399,59027.136938089585
USR-11721,23.0,592,4,47449.300529968845,1,,48909.89208230929
USR-11722,42.0,794,5,47835.87852224364,1,102847.62496483795,51227.07353669795
USR-11723,62.0,783,2,81739.31343230137,1,27352.646252543047,83848.81631724737
USR-11724,29.0,699,6,44244.52795947721,2,118138.12073776334,47766.11872031991
USR-11725,42.0,790,0,28178.492133345102,2,89022.36740631961,28874.316430059538
USR-11726,43.0,389,4,75164.60422594784,1,105435.37770012896,79439.23961369757
USR-11727,,379,3,46113.80907679667,3,,47985.843593317826
USR-11728,26.0,455,3,82247.51585294951,2,95218.26137229548,86368.58854169578
USR-11729,22.0,367,0,435600.5806343838,2,108990.20624465478,457095.4195660933
USR-11730,27.0,389,6,72115.58315805002,1,100366.6429481575,77128.79319887252
USR-11731,37.0,836,4,59888.957628000164,2,29379.527280690178,63511.14195642918
USR-11732,29.0,583,1,38876.76370217482,1,116553.56006838578,41206.292223986384
USR-11733,85.0,772,9,48215.15292470472,2,122941.00933606023,50889.1954998347
USR-11734,41.0,613,4,51597.70739792982,1,52421.50310221639,55486.4114850074
USR-11735,56.0,778,0,47222.282025590706,1,96449.85641178199,50341.9374803125
USR-11736,69.0,829,2,,1,37600.55081719879,
USR-11737,27.0,595,4,33871.64026247575,1,119954.24799756856,34398.94686427289
USR-11738,39.0,616,7,23178.960464737036,2,58088.81451736987,25420.528524209225
USR-11739,36.0,402,6,75362.58390301665,2,,79761.67842005215
USR-11740,64.0,725,4,34838.52640790914,1,38112.93964159874,35505.646310371136
USR-11741,20.0,611,5,2195.910046435507,1,39388.84772152362,3520.421566473619
USR-11742,20.0,616,4,38642.701937967424,1,108117.77969522514,42241.329120015034
USR-11743,43.0,337,2,50719.83752361194,2,104952.40719547943,52071.879834836414
USR-11744,37.0,340,1,82086.62883153051,2,67162.21271439042,85654.97640797208
USR-11745,48.0,622,1,80820.0110664644,2,123392.71954655132,84533.62587632696
USR-11746,38.0,565,0,56904.4556016717,1,124178.41067574738,59253.40048076869
USR-11747,40.0,366,3,68081.72314649168,2,29877.506067099188,71917.79466031773
USR-11748,22.0,650,3,21451.556562885817,2,45768.1030963227,21971.512347330256
USR-11749,32.0,456,9,25701.07325121575,1,,26795.100647658684
USR-11750,32.0,647,1,43971.62677343937,1,82073.38458034741,48913.063396704696
USR-11751,44.0,538,4,27140.624625228516,2,73649.0277007829,26850.948700033525
USR-11752,34.0,519,3,37477.36734236599,1,37055.73900182417,38995.52417567554
USR-11753,25.0,633,3,66105.02243801842,2,38348.03763215666,68944.18389726992
USR-11754,32.0,614,4,52056.87554769095,2,33245.87259884079,56262.7305722603
USR-11755,53.0,312,5,68981.82227822297,1,64436.54971839628,70343.98975311128
USR-11756,35.0,810,4,45959.996687364684,2,98540.71013225202,49512.133667547154
USR-11757,34.0,507,2,62465.610646360736,1,138087.7456661436,64908.90849582788
USR-11758,26.0,705,4,37624.39394043763,2,48720.020641611336,40806.08055424804
USR-11759,24.0,504,2,50060.7190989528,1,111069.9764820296,51180.822145752
USR-11760,73.0,355,1,95634.47202611991,2,118248.11413174537,99267.16119569105
USR-11761,35.0,540,0,67453.05348037269,2,125985.79338253687,69444.67896913392
USR-11762,43.0,825,2,89395.84080325704,1,89619.56413052081,93637.8681433641
USR-11763,31.0,666,3,0.0,1,129120.1358428067,142.68112850348436
USR-11764,23.0,699,8,61939.15522407997,1,140598.73278000034,65484.18804213434
USR-11765,33.0,364,1,65599.87484383368,2,129426.58680493379,69265.60452449093
USR-11766,50.0,452,2,,1,84081.30744187444,
USR-11767,50.0,664,2,30419.376114347506,2,38234.70410411396,31828.512744582054
USR-11768,52.0,397,4,63625.81016931949,3,52362.166534814736,68562.74776730915
USR-11769,23.0,424,7,54301.522173275596,2,22086.757427227934,56245.32882068732
USR-11770,27.0,302,9,746523.0189835351,2,65890.17527915824,783846.0229395321
USR-11771,21.0,484,8,56914.369431563304,1,86157.20197515617,60350.415987554996
USR-11772,69.0,829,1,,2,58835.31343674585,
USR-11773,25.0,534,6,80371.52280869106,1,93040.80325899049,83047.77634889276
USR-11774,29.0,473,2,76112.08678414664,1,130613.680679112,81518.70250288116
USR-11775,32.0,848,0,60054.64901794429,1,45387.786554979284,61702.39225644921
USR-11776,20.0,581,2,36629.49714727052,1,54785.31062254541,40477.822850153105
USR-11777,21.0,669,0,52521.01796792626,2,143344.1742418999,54580.41681940512
USR-11778,39.0,470,0,23517.678764734108,2,40064.59199445677,25246.847070935848
USR-11779,37.0,579,9,38657.90575266276,3,121427.11513671101,43135.42637617008
USR-11780,24.0,551,6,36293.65178105137,1,117155.4046042752,37522.27905899278
USR-11781,85.0,436,7,35145.36812017388,2,37769.07663343461,38299.18920623925
USR-11782,24.0,322,9,9723.999469049566,1,106532.59711853726,10839.393803252015
USR-11783,59.0,639,7,68230.98498764352,3,72066.41981393177,72756.84382934691
USR-11784,34.0,395,9,31464.297611403563,1,141478.70554863714,31923.104113932204
USR-11785,31.0,305,9,46943.63415230266,1,133496.6514175914,49276.80483676347
USR-11786,25.0,399,0,51855.270528397436,1,75749.43535462843,54681.1588399368
USR-11787,23.0,355,7,504485.88576485583,2,21363.550854099594,530255.7989168965
USR-11788,47.0,659,9,74468.01715683212,2,108171.72864064854,76605.68812060704
USR-11789,36.0,359,6,74257.51915766587,2,111566.61174502467,77040.85712009942
USR-11790,,439,1,59076.5471449144,3,,60693.84517667001
USR-11791,39.0,426,3,68196.68761203869,3,56405.7977179096,72105.09141296809
USR-11792,,782,1,19065.06297296097,3,89602.19348752171,20134.374025429155
USR-11793,45.0,403,0,671099.9774462116,2,148623.53618402008,705253.1930510986
USR-11794,60.0,797,3,38206.29137514343,2,142472.64264034334,40355.7591648816
USR-11795,30.0,716,6,54466.296167591754,1,148092.4104752646,58887.9360185561
USR-11796,72.0,648,9,,1,104488.87764479857,
USR-11797,37.0,409,7,21921.43854617484,1,73709.47926363206,22092.206394995996
USR-11798,,542,8,6321.421459461286,1,28834.141404727736,6983.427500584936
USR-11799,55.0,589,4,37367.32205928847,2,53813.478777335644,39975.00870229773
USR-11800,32.0,599,7,,1,49878.03228671951,
USR-11801,22.0,659,1,46505.10238532729,2,44680.706353013986,49246.58037319492
USR-11802,35.0,695,3,,3,92095.61193573721,
USR-11803,,572,0,85532.16364210061,2,52770.69047978994,89744.15082105658
USR-11804,27.0,442,6,25195.31648358601,1,65922.32942274956,25542.014870423773
USR-11805,85.0,346,7,21243.524895377086,1,143297.7237711661,22260.20419250807
USR-11806,47.0,821,6,17375.080797453957,2,125471.31645275633,18871.98001745485
USR-11807,27.0,311,2,42134.56687141456,1,68998.8414712193,44343.59017082372
USR-11808,30.0,718,7,19303.26287277782,1,44385.570710200074,20635.400950221527
USR-11809,43.0,697,2,54808.76360624924,2,32883.15734593164,55182.48275581523
USR-11810,37.0,408,8,33038.85116841118,1,,36078.159970862165
